id,username,ip,transactionTime,startTime,endTime,authorizationID,platform,usernames,polygon
953,John Paul Jones,192.168.1.55,01/04/2019 15:35,2019-02-20 09:58:06 UTC,2019-02-22 09:58:06 UTC,DEV-953-2019,FinancialTimes,"02240260, 51220895, 96900548, 47047673, 90109715, 38352723, 69745825, 61956044","POLYGON ((29.584292, 111.380014), (30.584292,111.380014),(29.584292, 111.880014), (30.584292,111.880014),(29.584292,111.380014))"
955,Jimmy Page,192.168.1.55,06/03/2019 09:40,2019-10-04 19:05:36 UTC,2019-10-09 19:05:36 UTC,DEV-955-2019,TheSun,"83896202, 50968741, 13781877, 59642383, 82342251","POLYGON ((38.6218706, 20.9089378), (39.6218706,20.9089378),(38.6218706, 21.4089378), (39.6218706,21.4089378),(38.6218706,20.9089378))"
956,John Paul Jones,192.168.1.12,17/10/2019 10:04,2020-01-29 16:22:04 UTC,2020-02-04 16:22:04 UTC,DEV-956-2019,NewYorkTimes,"24166247, 39678116, 36540367, 78450777, 91182490, 65245436, 84906708","POLYGON ((-8.4498706, 122.7689479), (-7.4498706,122.7689479),(-8.4498706, 123.2689479), (-7.4498706,123.2689479),(-8.4498706,122.7689479))"
957,John Paul Jones,192.168.1.12,04/04/2019 13:38,2019-12-11 08:13:51 UTC,2019-12-16 08:13:51 UTC,DEV-957-2019,MailOnline,"87887752, 98068329, 82954319, 73143708, 46436196, 74090656","POLYGON ((14.5444432, -91.0891378), (15.5444432,-91.0891378),(14.5444432, -90.5891378), (15.5444432,-90.5891378),(14.5444432,-91.0891378))"
966,Jimmy Page,192.168.1.12,05/07/2019 11:44,2019-12-12 08:20:42 UTC,2019-12-18 08:20:42 UTC,DEV-966-2019,MailOnline,70640800,"POLYGON ((-12.9316863, 34.2810541), (-11.9316863,34.2810541),(-12.9316863, 34.7810541), (-11.9316863,34.7810541),(-12.9316863,34.2810541))"
968,Jimmy Page,192.168.1.12,01/11/2019 08:03,2019-04-20 03:19:08 UTC,2019-04-23 03:19:08 UTC,DEV-968-2019,TheTimes,"06961471, 24251844","POLYGON ((32.0467278, 118.7864923), (33.0467278,118.7864923),(32.0467278, 119.2864923), (33.0467278,119.2864923),(32.0467278,118.7864923))"
970,John Paul Jones,192.168.1.12,18/11/2019 10:47,2019-11-16 18:40:00 UTC,2019-11-22 18:40:00 UTC,DEV-970-2019,TheGuardian,"14361216, 79751724, 41342223, 10263888","POLYGON ((23.125735, 113.964824), (24.125735,113.964824),(23.125735, 114.464824), (24.125735,114.464824),(23.125735,113.964824))"
972,Jimmy Page,192.168.1.12,04/03/2019 13:11,2019-07-25 17:08:54 UTC,2019-07-27 17:08:54 UTC,DEV-972-2019,MailOnline,"96023594, 56145912, 45955537, 92360072, 45779259, 70113112, 19097614, 55721122","POLYGON ((60.5061173, 24.2916372), (61.5061173,24.2916372),(60.5061173, 24.7916372), (61.5061173,24.7916372),(60.5061173,24.2916372))"
973,Jimmy Page,192.168.1.12,25/06/2019 11:30,2019-10-19 03:17:10 UTC,2019-10-23 03:17:10 UTC,DEV-973-2019,TheGuardian,"49084623, 87933170, 73719484, 87995962, 97036913, 51987589","POLYGON ((30.837881, 114.13334), (31.837881,114.13334),(30.837881, 114.63334), (31.837881,114.63334),(30.837881,114.13334))"
974,Jimmy Page,192.168.1.12,18/04/2019 13:43,2019-04-15 07:12:21 UTC,2019-04-17 07:12:21 UTC,DEV-974-2019,TheSun,"63507628, 55473973, 72489082, 28522463, 65034305, 20419460, 86281699, 14273694, 19456644","POLYGON ((9.1666667, -11.1166667), (10.1666667,-11.1166667),(9.1666667, -10.6166667), (10.1666667,-10.6166667),(9.1666667,-11.1166667))"
977,John Paul Jones,192.168.1.12,22/10/2019 15:21,2019-03-11 00:03:29 UTC,2019-03-13 00:03:29 UTC,DEV-977-2019,MailOnline,"19129557, 95480180, 30080275, 03512802, 48022854, 80846586, 63480360, 81037460, 88456940, 16051874","POLYGON ((-7.0090256, 23.4537973), (-6.0090256,23.4537973),(-7.0090256, 23.9537973), (-6.0090256,23.9537973),(-7.0090256,23.4537973))"
982,Jimmy Page,192.168.1.12,13/02/2019 14:44,2019-07-28 18:44:47 UTC,2019-08-02 18:44:47 UTC,DEV-982-2019,DailyExpress,"11882438, 32719736, 68416238, 14553535, 66992371, 47126997, 51950053, 12878798, 90326750, 82458319, 57284318","POLYGON ((45.478943, 42.1414011), (46.478943,42.1414011),(45.478943, 42.6414011), (46.478943,42.6414011),(45.478943,42.1414011))"
985,Jimmy Page,192.168.1.12,20/11/2019 14:10,2019-12-06 10:15:05 UTC,2019-12-09 10:15:05 UTC,DEV-985-2019,TheSun,"86790000, 02155119, 86584338","POLYGON ((50.1336212, 14.6607051), (51.1336212,14.6607051),(50.1336212, 15.1607051), (51.1336212,15.1607051),(50.1336212,14.6607051))"
987,Jimmy Page,192.168.1.47,12/09/2019 11:05,2019-12-06 17:16:56 UTC,2019-12-11 17:16:56 UTC,DEV-987-2019,FinancialTimes,"25345739, 40145126, 35838780, 90716207, 59970159, 62043975","POLYGON ((37.9400581, 110.9938854), (38.9400581,110.9938854),(37.9400581, 111.4938854), (38.9400581,111.4938854),(37.9400581,110.9938854))"
990,Jimmy Page,192.168.1.12,14/11/2019 14:15,2019-04-22 21:49:13 UTC,2019-04-24 21:49:13 UTC,DEV-990-2019,DailyExpress,67141617,"POLYGON ((41.2505888, -75.8520879), (42.2505888,-75.8520879),(41.2505888, -75.3520879), (42.2505888,-75.3520879),(41.2505888,-75.8520879))"
992,John Bonham,192.168.1.12,16/07/2019 09:42,2019-06-17 19:15:56 UTC,2019-06-22 19:15:56 UTC,DEV-992-2019,FinancialTimes,"19894372, 71754367, 30927306, 98079641, 71231197, 29377186","POLYGON ((56.8593954, 16.8197697), (57.8593954,16.8197697),(56.8593954, 17.3197697), (57.8593954,17.3197697),(56.8593954,16.8197697))"
1000,Jimmy Page,192.168.1.12,09/10/2019 13:13,2019-09-15 03:09:08 UTC,2019-09-21 03:09:08 UTC,DEV-1000-2019,TheSun,"09038516, 45195228, 49898497, 41577168","POLYGON ((45.7631589, 106.2650297), (46.7631589,106.2650297),(45.7631589, 106.7650297), (46.7631589,106.7650297),(45.7631589,106.2650297))"
1001,Jimmy Page,192.168.1.55,07/02/2019 09:32,2019-03-07 04:13:17 UTC,2019-03-12 04:13:17 UTC,DEV-1001-2019,TheTimes,"74739577, 36411741","POLYGON ((37.3189149, -121.9416226), (38.3189149,-121.9416226),(37.3189149, -121.4416226), (38.3189149,-121.4416226),(37.3189149,-121.9416226))"
1002,Robert Plant,192.168.1.12,11/02/2019 09:51,2019-12-21 19:16:13 UTC,2019-12-23 19:16:13 UTC,DEV-1002-2019,WashingtonPost,"46603463, 59289557, 96932238","POLYGON ((50.7592361, 17.6835478), (51.7592361,17.6835478),(50.7592361, 18.1835478), (51.7592361,18.1835478),(50.7592361,17.6835478))"
1003,Jimmy Page,192.168.1.12,13/02/2019 11:30,2019-12-20 18:06:55 UTC,2019-12-22 18:06:55 UTC,DEV-1003-2019,DailyExpress,"19229753, 86082948, 62730314, 91422184, 47675254, 15600138, 89218942, 09233916, 48415472, 39846702, 63137220","POLYGON ((41.5225691, 20.2818148), (42.5225691,20.2818148),(41.5225691, 20.7818148), (42.5225691,20.7818148),(41.5225691,20.2818148))"
1004,Jimmy Page,192.168.1.12,13/02/2019 14:44,2019-07-28 18:44:47 UTC,2019-08-02 18:44:47 UTC,DEV-1004-2019,DailyExpress,"11882438, 32719736, 68416238, 14553535, 66992371, 47126997, 51950053, 12878798, 90326750, 82458319, 57284318","POLYGON ((45.478943, 42.1414011), (46.478943,42.1414011),(45.478943, 42.6414011), (46.478943,42.6414011),(45.478943,42.1414011))"
1005,John Paul Jones,192.168.1.12,13/02/2019 15:25,2019-07-21 18:39:34 UTC,2019-07-27 18:39:34 UTC,DEV-1005-2019,TheSun,"45437594, 06638427","POLYGON ((-5.3810959, 105.2955575), (-4.3810959,105.2955575),(-5.3810959, 105.7955575), (-4.3810959,105.7955575),(-5.3810959,105.2955575))"
1006,John Paul Jones,192.168.1.12,14/02/2019 10:59,2019-07-20 14:04:49 UTC,2019-07-23 14:04:49 UTC,DEV-1006-2019,DailyExpress,"89780023, 58135701, 25945810, 42517536","POLYGON ((-8.0914709, 112.718192), (-7.0914709,112.718192),(-8.0914709, 113.218192), (-7.0914709,113.218192),(-8.0914709,112.718192))"
1007,Jimmy Page,192.168.1.12,15/02/2019 10:04,2019-07-14 17:26:35 UTC,2019-07-16 17:26:35 UTC,DEV-1007-2019,MailOnline,"92598153, 83557613, 03644516, 10823024, 38452262","POLYGON ((40.7, -111.94), (41.7,-111.94),(40.7, -111.44), (41.7,-111.44),(40.7,-111.94))"
1008,John Paul Jones,192.168.1.12,15/02/2019 10:54,2019-09-22 11:38:55 UTC,2019-09-26 11:38:55 UTC,DEV-1008-2019,DailyExpress,"89649009, 56212695, 86600601","POLYGON ((-34.625324, -58.5187733), (-33.625324,-58.5187733),(-34.625324, -58.0187733), (-33.625324,-58.0187733),(-34.625324,-58.5187733))"
1009,John Paul Jones,192.168.1.12,18/02/2019 14:33,2019-10-13 06:48:44 UTC,2019-10-18 06:48:44 UTC,DEV-1009-2019,WashingtonPost,"82068874, 97421269, 89085186, 83723393","POLYGON ((23.156538, 102.746704), (24.156538,102.746704),(23.156538, 103.246704), (24.156538,103.246704),(23.156538,102.746704))"
1010,Robert Plant,192.168.1.12,18/02/2019 15:43,2019-12-05 17:42:08 UTC,2019-12-08 17:42:08 UTC,DEV-1010-2019,NewYorkTimes,"26963145, 11681119, 39478934, 79713665, 19473352","POLYGON ((-3.2545446, 104.7593863), (-2.2545446,104.7593863),(-3.2545446, 105.2593863), (-2.2545446,105.2593863),(-3.2545446,104.7593863))"
1011,Jimmy Page,192.168.1.66,19/02/2019 14:26,2019-05-12 18:44:45 UTC,2019-05-15 18:44:45 UTC,DEV-1011-2019,MailOnline,"36693149, 21876226, 83989997, 18314535, 25364116, 19100386","POLYGON ((62.9131803, 34.4619228), (63.9131803,34.4619228),(62.9131803, 34.9619228), (63.9131803,34.9619228),(62.9131803,34.4619228))"
1012,Jimmy Page,192.168.1.12,20/02/2019 10:35,2019-02-24 21:48:11 UTC,2019-02-26 21:48:11 UTC,DEV-1012-2019,DailyExpress,"61441519, 67406559, 45174371, 44138510","POLYGON ((-26.5642351, 18.1310083), (-25.5642351,18.1310083),(-26.5642351, 18.6310083), (-25.5642351,18.6310083),(-26.5642351,18.1310083))"
1013,Jimmy Page,192.168.1.12,25/02/2019 14:05,2019-07-19 21:39:17 UTC,2019-07-23 21:39:17 UTC,DEV-1013-2019,NewYorkTimes,95359041,"POLYGON ((46.5548251, 15.5817763), (47.5548251,15.5817763),(46.5548251, 16.0817763), (47.5548251,16.0817763),(46.5548251,15.5817763))"
1014,Jimmy Page,192.168.1.12,25/02/2019 14:14,2019-11-28 11:30:21 UTC,2019-12-03 11:30:21 UTC,DEV-1014-2019,DailyExpress,"30801124, 21081483, 00441422, 41143058, 95592415, 72350935, 09092342, 92842570","POLYGON ((33.5668566, -83.477106), (34.5668566,-83.477106),(33.5668566, -82.977106), (34.5668566,-82.977106),(33.5668566,-83.477106))"
1015,Jimmy Page,192.168.1.12,26/02/2019 08:50,2019-10-08 09:51:21 UTC,2019-10-14 09:51:21 UTC,DEV-1015-2019,DailyExpress,"59845719, 49170119, 29673639","POLYGON ((37.1212974, 79.9088564), (38.1212974,79.9088564),(37.1212974, 80.4088564), (38.1212974,80.4088564),(37.1212974,79.9088564))"
1016,John Paul Jones,192.168.1.12,27/02/2019 11:16,2019-06-14 00:05:39 UTC,2019-06-17 00:05:39 UTC,DEV-1016-2019,MailOnline,"29855229, 32455018, 57410461, 26947947, 57205887, 69617772, 25151532, 04384278","POLYGON ((-9.6447416, 124.779603), (-8.6447416,124.779603),(-9.6447416, 125.279603), (-8.6447416,125.279603),(-9.6447416,124.779603))"
1017,John Bonham,192.168.1.12,27/02/2019 11:17,2019-04-26 12:17:28 UTC,2019-04-29 12:17:28 UTC,DEV-1017-2019,TheGuardian,"51148859, 52103741, 35464321, 46461485, 85000613","POLYGON ((51.9560413, 18.3741855), (52.9560413,18.3741855),(51.9560413, 18.8741855), (52.9560413,18.8741855),(51.9560413,18.3741855))"
1018,Jimmy Page,192.168.1.12,27/02/2019 13:51,2019-11-24 18:19:42 UTC,2019-11-28 18:19:42 UTC,DEV-1018-2019,WashingtonPost,"79772782, 53880831, 36815397","POLYGON ((51.1259587, 15.1849486), (52.1259587,15.1849486),(51.1259587, 15.6849486), (52.1259587,15.6849486),(51.1259587,15.1849486))"
1019,Jimmy Page,192.168.1.12,01/03/2019 09:28,2019-05-26 08:02:58 UTC,2019-05-30 08:02:58 UTC,DEV-1019-2019,MailOnline,"18459514, 10054931, 39296715, 65159171, 30758656, 47477512, 59374281, 50111976, 20520951, 63257337","POLYGON ((36.0558208, 40.731064), (37.0558208,40.731064),(36.0558208, 41.231064), (37.0558208,41.231064),(36.0558208,40.731064))"
1020,Jimmy Page,192.168.1.12,04/03/2019 13:11,2019-07-25 17:08:54 UTC,2019-07-27 17:08:54 UTC,DEV-1020-2019,MailOnline,"96023594, 56145912, 45955537, 92360072, 45779259, 70113112, 19097614, 55721122","POLYGON ((60.5061173, 24.2916372), (61.5061173,24.2916372),(60.5061173, 24.7916372), (61.5061173,24.7916372),(60.5061173,24.2916372))"
1021,Jimmy Page,192.168.1.55,06/03/2019 09:40,2019-10-04 19:05:36 UTC,2019-10-09 19:05:36 UTC,DEV-1021-2019,TheSun,"83896202, 50968741, 13781877, 59642383, 82342251","POLYGON ((38.6218706, 20.9089378), (39.6218706,20.9089378),(38.6218706, 21.4089378), (39.6218706,21.4089378),(38.6218706,20.9089378))"
1022,Jimmy Page,192.168.1.12,06/03/2019 14:51,2020-01-07 06:07:40 UTC,2020-01-12 06:07:40 UTC,DEV-1022-2019,TheTimes,"09766609, 87113071, 36639055, 88874742, 41504672, 03417291, 78838367, 53051880, 32627355, 22878242, 99653169","POLYGON ((50.4465359, 19.894509), (51.4465359,19.894509),(50.4465359, 20.394509), (51.4465359,20.394509),(50.4465359,19.894509))"
1023,Jimmy Page,192.168.1.12,11/03/2019 15:02,2019-05-11 19:45:28 UTC,2019-05-15 19:45:28 UTC,DEV-1023-2019,DailyExpress,"29897306, 91118255, 67745823, 20758032, 82107027, 19634859, 70408095, 72336534, 06887709, 10947693, 97275192","POLYGON ((-22.4101426, -47.5717516), (-21.4101426,-47.5717516),(-22.4101426, -47.0717516), (-21.4101426,-47.0717516),(-22.4101426,-47.5717516))"
1024,Jimmy Page,192.168.1.12,13/03/2019 13:11,2019-12-23 23:40:40 UTC,2019-12-27 23:40:40 UTC,DEV-1024-2019,NewYorkTimes,"92989462, 28267197, 03124279, 55320190, 57021721, 01205632, 21261648","POLYGON ((40.0380778, -75.1136721), (41.0380778,-75.1136721),(40.0380778, -74.6136721), (41.0380778,-74.6136721),(40.0380778,-75.1136721))"
1025,Jimmy Page,192.168.1.12,18/03/2019 13:26,2019-12-30 01:45:42 UTC,2020-01-05 01:45:42 UTC,DEV-1025-2019,TheGuardian,"55994732, 67343048, 44169915, 60464007, 54633642, 46486766","POLYGON ((63.8223321, 20.2753893), (64.8223321,20.2753893),(63.8223321, 20.7753893), (64.8223321,20.7753893),(63.8223321,20.2753893))"
1026,John Paul Jones,192.168.1.55,20/03/2019 12:35,2019-05-29 05:42:38 UTC,2019-06-02 05:42:38 UTC,DEV-1026-2019,WashingtonPost,"07996421, 78531100, 99063641, 67259648","POLYGON ((0.3407154, 127.8300034), (1.3407154,127.8300034),(0.3407154, 128.3300034), (1.3407154,128.3300034),(0.3407154,127.8300034))"
1027,Jimmy Page,192.168.1.12,22/03/2019 12:44,2019-08-11 13:21:20 UTC,2019-08-17 13:21:20 UTC,DEV-1027-2019,TheTimes,"70493339, 65773152, 11349181, 66832775","POLYGON ((31.823845, 121.507229), (32.823845,121.507229),(31.823845, 122.007229), (32.823845,122.007229),(31.823845,121.507229))"
1028,Jimmy Page,192.168.1.12,22/03/2019 14:19,2019-10-15 22:31:58 UTC,2019-10-19 22:31:58 UTC,DEV-1028-2019,TheTimes,"06122039, 09315268","POLYGON ((46.3789875, 14.0683139), (47.3789875,14.0683139),(46.3789875, 14.5683139), (47.3789875,14.5683139),(46.3789875,14.0683139))"
1029,Jimmy Page,192.168.1.12,26/03/2019 15:29,2019-03-12 13:21:49 UTC,2019-03-14 13:21:49 UTC,DEV-1029-2019,NewYorkTimes,"21761988, 93789097, 18811796, 22947693, 76906624, 04314168, 89097349, 86421886, 10233953, 41008513","POLYGON ((-19.1054879, 33.4607744), (-18.1054879,33.4607744),(-19.1054879, 33.9607744), (-18.1054879,33.9607744),(-19.1054879,33.4607744))"
1030,John Paul Jones,192.168.1.12,28/03/2019 09:18,2019-07-06 19:21:37 UTC,2019-07-09 19:21:37 UTC,DEV-1030-2019,WashingtonPost,"32217786, 65713109, 98580070, 02820986, 95710630, 62532002, 50595112","POLYGON ((23.090657, 113.276884), (24.090657,113.276884),(23.090657, 113.776884), (24.090657,113.776884),(23.090657,113.276884))"
1031,Jimmy Page,192.168.1.12,29/03/2019 13:10,2019-04-23 18:56:20 UTC,2019-04-26 18:56:20 UTC,DEV-1031-2019,TheSun,"13401618, 12348928, 18042164, 85563877, 31739204, 41005281, 04357438, 17582953","POLYGON ((35.3890138, 139.5007628), (36.3890138,139.5007628),(35.3890138, 140.0007628), (36.3890138,140.0007628),(35.3890138,139.5007628))"
1032,Jimmy Page,192.168.1.12,01/04/2019 14:00,2019-05-21 20:22:31 UTC,2019-05-27 20:22:31 UTC,DEV-1032-2019,TheGuardian,"71054682, 69060197, 30584698, 92872303, 68309131, 85383800","POLYGON ((48.081286, 20.7644305), (49.081286,20.7644305),(48.081286, 21.2644305), (49.081286,21.2644305),(48.081286,20.7644305))"
1033,John Paul Jones,192.168.1.55,01/04/2019 15:35,2019-02-20 09:58:06 UTC,2019-02-22 09:58:06 UTC,DEV-1033-2019,FinancialTimes,"02240260, 51220895, 96900548, 47047673, 90109715, 38352723, 69745825, 61956044","POLYGON ((29.584292, 111.380014), (30.584292,111.380014),(29.584292, 111.880014), (30.584292,111.880014),(29.584292,111.380014))"
1034,John Bonham,192.168.1.47,02/04/2019 09:27,2019-06-21 01:26:21 UTC,2019-06-25 01:26:21 UTC,DEV-1034-2019,TheSun,"97724665, 87201927, 13928615, 41042184","POLYGON ((56.1597379, 25.744289), (57.1597379,25.744289),(56.1597379, 26.244289), (57.1597379,26.244289),(56.1597379,25.744289))"
1035,John Bonham,192.168.1.55,02/04/2019 13:02,2019-11-03 02:00:04 UTC,2019-11-07 02:00:04 UTC,DEV-1035-2019,TheTimes,"11738108, 17472530, 17494967, 76141510, 85093644, 93612095, 59013379, 86945821, 24252713, 33159129, 82692524","POLYGON ((55.2763668, 61.9012109), (56.2763668,61.9012109),(55.2763668, 62.4012109), (56.2763668,62.4012109),(55.2763668,61.9012109))"
1036,Jimmy Page,192.168.1.12,02/04/2019 14:33,2019-02-18 22:22:47 UTC,2019-02-20 22:22:47 UTC,DEV-1036-2019,WashingtonPost,"19026323, 85692708, 14467405, 54605794, 48710886, 67921743, 17728163, 84083725, 34835803, 14619699","POLYGON ((7.1065989, 6.6878719), (8.1065989,6.6878719),(7.1065989, 7.1878719), (8.1065989,7.1878719),(7.1065989,6.6878719))"
1037,Jimmy Page,192.168.1.12,04/04/2019 13:28,2019-11-26 04:14:11 UTC,2019-11-29 04:14:11 UTC,DEV-1037-2019,DailyExpress,"55830654, 65489595, 07939083, 51448237, 04264872, 83708463","POLYGON ((47.2981504, 6.1605131), (48.2981504,6.1605131),(47.2981504, 6.6605131), (48.2981504,6.6605131),(47.2981504,6.1605131))"
1038,John Paul Jones,192.168.1.12,04/04/2019 13:38,2019-12-11 08:13:51 UTC,2019-12-16 08:13:51 UTC,DEV-1038-2019,MailOnline,"87887752, 98068329, 82954319, 73143708, 46436196, 74090656","POLYGON ((14.5444432, -91.0891378), (15.5444432,-91.0891378),(14.5444432, -90.5891378), (15.5444432,-90.5891378),(14.5444432,-91.0891378))"
1039,John Paul Jones,192.168.1.12,08/04/2019 11:23,2019-04-10 19:14:44 UTC,2019-04-15 19:14:44 UTC,DEV-1039-2019,FinancialTimes,"67127897, 95021782, 16780954, 99729456, 88817101","POLYGON ((29.849977, 95.775494), (30.849977,95.775494),(29.849977, 96.275494), (30.849977,96.275494),(29.849977,95.775494))"
1040,John Paul Jones,192.168.1.12,09/04/2019 12:17,2019-05-06 22:50:40 UTC,2019-05-12 22:50:40 UTC,DEV-1040-2019,DailyExpress,"60016112, 39062354, 01434496","POLYGON ((1.4081109, -77.391527), (2.4081109,-77.391527),(1.4081109, -76.891527), (2.4081109,-76.891527),(1.4081109,-77.391527))"
1041,John Paul Jones,192.168.1.12,15/04/2019 08:01,2019-05-23 08:50:41 UTC,2019-05-25 08:50:41 UTC,DEV-1041-2019,TheSun,"78429778, 99452731, 17705194, 20014937, 45441199, 14192117","POLYGON ((-34.5656691, -58.7176959), (-33.5656691,-58.7176959),(-34.5656691, -58.2176959), (-33.5656691,-58.2176959),(-34.5656691,-58.7176959))"
1042,John Paul Jones,192.168.1.12,15/04/2019 11:47,2019-05-07 02:19:34 UTC,2019-05-10 02:19:34 UTC,DEV-1042-2019,WashingtonPost,"45045504, 69696629, 92822433, 91715565","POLYGON ((-7.6359993, 114.0160937), (-6.6359993,114.0160937),(-7.6359993, 114.5160937), (-6.6359993,114.5160937),(-7.6359993,114.0160937))"
1043,John Paul Jones,192.168.1.55,15/04/2019 13:34,2019-07-26 03:41:30 UTC,2019-07-28 03:41:30 UTC,DEV-1043-2019,NewYorkTimes,"22161097, 29707083, 28174430, 27077062, 81274915, 16420883, 40866564, 59893779","POLYGON ((19.9104798, 99.840576), (20.9104798,99.840576),(19.9104798, 100.340576), (20.9104798,100.340576),(19.9104798,99.840576))"
1044,Robert Plant,192.168.1.12,16/04/2019 09:58,2019-04-05 07:59:37 UTC,2019-04-11 07:59:37 UTC,DEV-1044-2019,TheGuardian,"55595104, 38861003, 25930888, 27993172, 79357575","POLYGON ((35.1338673, 33.0817144), (36.1338673,33.0817144),(35.1338673, 33.5817144), (36.1338673,33.5817144),(35.1338673,33.0817144))"
1045,John Paul Jones,192.168.1.12,16/04/2019 13:17,2019-02-10 11:34:10 UTC,2019-02-12 11:34:10 UTC,DEV-1045-2019,NewYorkTimes,"94062642, 82440930, 81904205, 32829105, 92784013, 02141733, 52191180, 70847999, 59581419, 11879580, 54059010","POLYGON ((-6.7128814, 106.838158), (-5.7128814,106.838158),(-6.7128814, 107.338158), (-5.7128814,107.338158),(-6.7128814,106.838158))"
1046,John Paul Jones,192.168.1.47,17/04/2019 08:41,2019-07-20 12:52:40 UTC,2019-07-24 12:52:40 UTC,DEV-1046-2019,TheTimes,"40008267, 24627623, 23876959","POLYGON ((20.044412, 110.198286), (21.044412,110.198286),(20.044412, 110.698286), (21.044412,110.698286),(20.044412,110.198286))"
1047,Jimmy Page,192.168.1.12,17/04/2019 08:48,2019-07-18 13:47:41 UTC,2019-07-21 13:47:41 UTC,DEV-1047-2019,TheTimes,"06249812, 57363587, 82941560, 57363587, 62022834, 50304620, 87917042, 34422831, 95857958, 79901406, 30927395","POLYGON ((39.7083252, 20.7237136), (40.7083252,20.7237136),(39.7083252, 21.2237136), (40.7083252,21.2237136),(39.7083252,20.7237136))"
1048,John Paul Jones,192.168.1.12,17/04/2019 11:22,2019-05-28 19:53:10 UTC,2019-06-03 19:53:10 UTC,DEV-1048-2019,MailOnline,"38747833, 64668463, 89183020, 21120357, 74241781, 13221009, 69889957, 24881782","POLYGON ((3.1523104, 101.7178316), (4.1523104,101.7178316),(3.1523104, 102.2178316), (4.1523104,102.2178316),(3.1523104,101.7178316))"
1049,Jimmy Page,192.168.1.12,18/04/2019 13:43,2019-04-15 07:12:21 UTC,2019-04-17 07:12:21 UTC,DEV-1049-2019,TheSun,"63507628, 55473973, 72489082, 28522463, 65034305, 20419460, 86281699, 14273694, 19456644","POLYGON ((9.1666667, -11.1166667), (10.1666667,-11.1166667),(9.1666667, -10.6166667), (10.1666667,-10.6166667),(9.1666667,-11.1166667))"
1050,John Paul Jones,192.168.1.12,19/04/2019 12:48,2019-09-09 01:47:12 UTC,2019-09-11 01:47:12 UTC,DEV-1050-2019,TheGuardian,"40743149, 98308375, 61246401, 45769435, 66447546, 73511314, 20103736, 32372351","POLYGON ((23.342031, 113.106055), (24.342031,113.106055),(23.342031, 113.606055), (24.342031,113.606055),(23.342031,113.106055))"
1051,John Paul Jones,192.168.1.55,23/04/2019 10:56,2019-09-13 00:11:08 UTC,2019-09-16 00:11:08 UTC,DEV-1051-2019,MailOnline,"49679887, 75990234, 46645980, 28118411, 71876416, 97589484, 46748014, 18637017, 10167988, 54860583, 48621649","POLYGON ((-6.490877, 106.7952511), (-5.490877,106.7952511),(-6.490877, 107.2952511), (-5.490877,107.2952511),(-6.490877,106.7952511))"
1052,Jimmy Page,192.168.1.12,23/04/2019 11:00,2019-12-08 09:38:39 UTC,2019-12-11 09:38:39 UTC,DEV-1052-2019,FinancialTimes,"82586598, 59450095, 71382323","POLYGON ((32.497877, 119.975728), (33.497877,119.975728),(32.497877, 120.475728), (33.497877,120.475728),(32.497877,119.975728))"
1053,Robert Plant,192.168.1.12,23/04/2019 15:04,2019-04-27 22:21:32 UTC,2019-05-02 22:21:32 UTC,DEV-1053-2019,TheTimes,"14012785, 40514492, 19495203","POLYGON ((42.2152585, 20.7414739), (43.2152585,20.7414739),(42.2152585, 21.2414739), (43.2152585,21.2414739),(42.2152585,20.7414739))"
1054,Jimmy Page,192.168.1.12,25/04/2019 13:37,2019-12-11 03:58:53 UTC,2019-12-15 03:58:53 UTC,DEV-1054-2019,FinancialTimes,"71092826, 99570299, 51092697, 79763781, 76322038, 66802688, 00565298, 57400602","POLYGON ((38.7280454, -9.3225944), (39.7280454,-9.3225944),(38.7280454, -8.8225944), (39.7280454,-8.8225944),(38.7280454,-9.3225944))"
1055,Jimmy Page,192.168.1.12,25/04/2019 13:55,2019-07-27 09:38:46 UTC,2019-08-02 09:38:46 UTC,DEV-1055-2019,FinancialTimes,"57056908, 87964000","POLYGON ((47.5202786, 17.5142121), (48.5202786,17.5142121),(47.5202786, 18.0142121), (48.5202786,18.0142121),(47.5202786,17.5142121))"
1056,Jimmy Page,192.168.1.12,29/04/2019 14:49,2019-09-09 00:49:53 UTC,2019-09-12 00:49:53 UTC,DEV-1056-2019,FinancialTimes,25496989,"POLYGON ((45.1903117, 5.7286053), (46.1903117,5.7286053),(45.1903117, 6.2286053), (46.1903117,6.2286053),(45.1903117,5.7286053))"
1057,Jimmy Page,192.168.1.66,30/04/2019 10:07,2019-12-23 23:26:50 UTC,2019-12-26 23:26:50 UTC,DEV-1057-2019,FinancialTimes,"81500252, 97206572, 90097116, 60708323, 12888446, 93992268, 29188230, 35832696, 05877521, 80085586, 51654976","POLYGON ((48.6443358, 7.7212169), (49.6443358,7.7212169),(48.6443358, 8.2212169), (49.6443358,8.2212169),(48.6443358,7.7212169))"
1058,Jimmy Page,192.168.1.12,03/05/2019 12:06,2019-04-11 20:18:30 UTC,2019-04-16 20:18:30 UTC,DEV-1058-2019,WashingtonPost,21916728,"POLYGON ((51.5749006, 4.7680893), (52.5749006,4.7680893),(51.5749006, 5.2680893), (52.5749006,5.2680893),(51.5749006,4.7680893))"
